"id";"uen";"oficina_comercial";"cod_motivo";"motivo";"vendedor";"cod_cliente";"cliente";"rut";"domicilio";"camion";"carga";"sector";"tf";"anula_rebaja";"categoria";"fecha_factura";"facturas";"ncr";"total";"producto";"suma_de_cajas";"empresario";"fecha_subida";"fecha_real"
"98238";"COMERCIAL CCU S";"9660 OF. LOS AN";"350";"Loc Cerrado AM ";"96632";"554915";"ELBA UNSUNZA RA";"8167894-4           ";"PRINCIPAL S/N 0                              ";"S24";"2";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-05";"83238552";"5891031";"6986";"4737";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98239";"COMERCIAL CCU S";"9660 OF. LOS AN";"350";"Loc Cerrado AM ";"96632";"554915";"ELBA UNSUNZA RA";"8167894-4           ";"PRINCIPAL S/N 0                              ";"S24";"2";"0";"CTDO EFECTIVO  ";"Anula ";"MINERALES      ";"2018-04-05";"83238551";"5891030";"3258";"4714";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98240";"COMERCIAL CCU S";"9660 OF. LOS AN";"350";"Loc Cerrado AM ";"96632";"554915";"ELBA UNSUNZA RA";"8167894-4           ";"PRINCIPAL S/N 0                              ";"S24";"2";"0";"CTDO EFECTIVO  ";"Anula ";"VINOS          ";"2018-04-05";"83238554";"5891033";"33691";"700572";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98241";"COMERCIAL CCU S";"9660 OF. LOS AN";"350";"Loc Cerrado AM ";"96632";"554915";"ELBA UNSUNZA RA";"8167894-4           ";"PRINCIPAL S/N 0                              ";"S24";"2";"0";"CTDO EFECTIVO  ";"Anula ";"VINOS          ";"2018-04-05";"83238554";"5891033";"33691";"700576";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98242";"COMERCIAL CCU S";"9660 OF. LOS AN";"350";"Loc Cerrado AM ";"96634";"859403";"CLAUDINA ALTAMI";"11417430-0          ";"EL PINO / CAUPOLICAN s/n                     ";"S24";"2";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-05";"83193807";"20721328";"17482";"870017";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98243";"COMERCIAL CCU S";"9660 OF. LOS AN";"350";"Loc Cerrado AM ";"96634";"859403";"CLAUDINA ALTAMI";"11417430-0          ";"EL PINO / CAUPOLICAN s/n                     ";"S24";"2";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-05";"83193807";"20721328";"17482";"870019";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98244";"COMERCIAL CCU S";"9660 OF. LOS AN";"350";"Loc Cerrado AM ";"96634";"859403";"CLAUDINA ALTAMI";"11417430-0          ";"EL PINO / CAUPOLICAN s/n                     ";"S24";"2";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-05";"83193807";"20721328";"17482";"870020";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98245";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96632";"556700";"GABRIELA FREIRE";"12983688-1          ";"SALAMANCA 429                                ";"S09";"1";"0";"CTDO EFECTIVO  ";"Anula ";"CERVEZAS       ";"2018-04-05";"83193118";"20721311";"10242";"450608";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98246";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96632";"556700";"GABRIELA FREIRE";"12983688-1          ";"SALAMANCA 429                                ";"S09";"1";"0";"CTDO EFECTIVO  ";"Anula ";"ISOTONICA      ";"2018-04-05";"83193119";"20721312";"10539";"870206";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98247";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96632";"556700";"GABRIELA FREIRE";"12983688-1          ";"SALAMANCA 429                                ";"S09";"1";"0";"CTDO EFECTIVO  ";"Anula ";"NECTARES       ";"2018-04-05";"83193119";"20721312";"10539";"870739";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98248";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96632";"1374345";"VALENTINA BELEN";"19642642-6          ";"MANUEL. RODRIGUEZ #151                       ";"S09";"1";"0";"CTDO EFECTIVO  ";"Anula ";"CERVEZAS       ";"2018-04-05";"83193097";"20721308";"71404";"450235";"7";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98249";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96632";"1374345";"VALENTINA BELEN";"19642642-6          ";"MANUEL. RODRIGUEZ #151                       ";"S09";"1";"0";"CTDO EFECTIVO  ";"Anula ";"ENERGETICA     ";"2018-04-05";"83193098";"20721309";"12240";"870657";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98250";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96632";"1396524";"COME Y CALLE FO";"76796335-1          ";"CARLOS ALVEAR 593                            ";"S09";"1";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-05";"83193102";"20721310";"44302";"1340";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98251";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96632";"1396524";"COME Y CALLE FO";"76796335-1          ";"CARLOS ALVEAR 593                            ";"S09";"1";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-05";"83193102";"20721310";"44302";"1674";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98252";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96632";"1396524";"COME Y CALLE FO";"76796335-1          ";"CARLOS ALVEAR 593                            ";"S09";"1";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-05";"83193102";"20721310";"44302";"1710";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98253";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96632";"1396524";"COME Y CALLE FO";"76796335-1          ";"CARLOS ALVEAR 593                            ";"S09";"1";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-05";"83193102";"20721310";"44302";"1716";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98254";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96633";"555453";"LIZANDRO E. FRI";"9343897-3           ";"OHIGGINS 1670                                ";"S09";"1";"0";"CHEQ FECHA PROD";"Anula ";"CERVEZAS       ";"2018-04-05";"83193065";"20721306";"31075";"450604";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98255";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96633";"555453";"LIZANDRO E. FRI";"9343897-3           ";"OHIGGINS 1670                                ";"S09";"1";"0";"CHEQ FECHA PROD";"Anula ";"CERVEZAS       ";"2018-04-05";"83193065";"20721306";"31075";"450608";"2";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98256";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96633";"555453";"LIZANDRO E. FRI";"9343897-3           ";"OHIGGINS 1670                                ";"S09";"1";"0";"CHEQ FECHA PROD";"Anula ";"GASEOSAS       ";"2018-04-05";"83193064";"20721305";"41413";"1448";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98257";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96633";"555453";"LIZANDRO E. FRI";"9343897-3           ";"OHIGGINS 1670                                ";"S09";"1";"0";"CHEQ FECHA PROD";"Anula ";"GASEOSAS       ";"2018-04-05";"83193064";"20721305";"41413";"1743";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98258";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96633";"555453";"LIZANDRO E. FRI";"9343897-3           ";"OHIGGINS 1670                                ";"S09";"1";"0";"CHEQ FECHA PROD";"Anula ";"NECTARES       ";"2018-04-05";"83193064";"20721305";"41413";"1588";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98259";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96633";"555453";"LIZANDRO E. FRI";"9343897-3           ";"OHIGGINS 1670                                ";"S09";"1";"0";"CHEQ FECHA PROD";"Anula ";"NECTARES       ";"2018-04-05";"83193064";"20721305";"41413";"1601";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98260";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96633";"555453";"LIZANDRO E. FRI";"9343897-3           ";"OHIGGINS 1670                                ";"S09";"1";"0";"CHEQ FECHA PROD";"Anula ";"NECTARES       ";"2018-04-05";"83193064";"20721305";"41413";"870739";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98261";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96633";"555453";"LIZANDRO E. FRI";"9343897-3           ";"OHIGGINS 1670                                ";"S09";"1";"0";"CHEQ FECHA PROD";"Anula ";"NECTARES       ";"2018-04-05";"83193064";"20721305";"41413";"870772";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98262";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96636";"556579";"JUANA MARTINEZ ";"12385250-8          ";"FRENTE HOSPITAL 0                            ";"S15";"2";"0";"CTDO EFECTIVO  ";"Anula ";"MINERALES      ";"2018-04-05";"83193417";"20721319";"23040";"1594";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98263";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96636";"556579";"JUANA MARTINEZ ";"12385250-8          ";"FRENTE HOSPITAL 0                            ";"S15";"2";"0";"CTDO EFECTIVO  ";"Anula ";"MINERALES      ";"2018-04-05";"83193417";"20721319";"23040";"870270";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98264";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96636";"556579";"JUANA MARTINEZ ";"12385250-8          ";"FRENTE HOSPITAL 0                            ";"S15";"2";"0";"CTDO EFECTIVO  ";"Anula ";"MINERALES      ";"2018-04-05";"83193417";"20721319";"23040";"870287";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98265";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96636";"556579";"JUANA MARTINEZ ";"12385250-8          ";"FRENTE HOSPITAL 0                            ";"S15";"2";"0";"CTDO EFECTIVO  ";"Anula ";"MINERALES      ";"2018-04-05";"83193417";"20721319";"23040";"870662";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98266";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96645";"810510";"MARCELO AGUILER";"13143621-1          ";"COMPAÃ‘ÃA DE JESUS 0280                     ";"S32";"3";"0";"CTDO EFECTIVO  ";"Anula ";"MINERALES      ";"2018-04-05";"83238364";"5891165";"3361";"4714";"1";"Soc.de Transp Valcar";"2018-04-05";"12-04-2018 a las 16:10"
"98267";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96650";"1332590";"CORA TOLEMAIDA ";"21189979-4          ";"CAUPOLICAN ESQ VALDIVIA 199 199              ";"S20";"1";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-05";"83238284";"5891119";"9001";"1653";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98268";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96650";"1332590";"CORA TOLEMAIDA ";"21189979-4          ";"CAUPOLICAN ESQ VALDIVIA 199 199              ";"S20";"1";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-05";"83238284";"5891119";"9001";"4769";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98269";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96650";"1332590";"CORA TOLEMAIDA ";"21189979-4          ";"CAUPOLICAN ESQ VALDIVIA 199 199              ";"S20";"1";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-05";"83238284";"5891119";"9001";"4784";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98270";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96610";"554547";"CARMEN ANGELINA";"7337275-5           ";"ILABACA 422                                  ";"S27";"2";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-05";"83238693";"5891104";"24114";"1654";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98271";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96610";"554547";"CARMEN ANGELINA";"7337275-5           ";"ILABACA 422                                  ";"S27";"2";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-05";"83238693";"5891104";"24114";"1657";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98272";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96610";"554547";"CARMEN ANGELINA";"7337275-5           ";"ILABACA 422                                  ";"S27";"2";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-05";"83238693";"5891104";"24114";"4738";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98273";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96610";"554547";"CARMEN ANGELINA";"7337275-5           ";"ILABACA 422                                  ";"S27";"2";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-05";"83238693";"5891104";"24114";"4764";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98274";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96610";"554547";"CARMEN ANGELINA";"7337275-5           ";"ILABACA 422                                  ";"S27";"2";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-05";"83238693";"5891104";"24114";"4769";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98275";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96613";"1324487";"NASHLA MACARENA";"13394104-5          ";"LIMITE REGIONAL CAMINO PUREN CONTULMO 00     ";"S26";"1";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-05";"83194278";"20721339";"11633";"870018";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98276";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96613";"1324487";"NASHLA MACARENA";"13394104-5          ";"LIMITE REGIONAL CAMINO PUREN CONTULMO 00     ";"S26";"1";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-05";"83194278";"20721339";"11633";"870102";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98277";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96613";"1324487";"NASHLA MACARENA";"13394104-5          ";"LIMITE REGIONAL CAMINO PUREN CONTULMO 00     ";"S26";"1";"0";"CTDO EFECTIVO  ";"Anula ";"MINERALES      ";"2018-04-05";"83194277";"20721338";"7938";"4714";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98278";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96613";"1324487";"NASHLA MACARENA";"13394104-5          ";"LIMITE REGIONAL CAMINO PUREN CONTULMO 00     ";"S26";"1";"0";"CTDO EFECTIVO  ";"Anula ";"MINERALES      ";"2018-04-05";"83194277";"20721338";"7938";"870799";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98279";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96635";"553522";"MIGUEL LOPEZ TO";"5156551-7           ";"LA CRUZ 368                                  ";"S11";"1";"0";"CHEQ FECHA PROD";"Anula ";"GASEOSAS       ";"2018-04-05";"83193276";"20721318";"32422";"953";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98280";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96635";"553522";"MIGUEL LOPEZ TO";"5156551-7           ";"LA CRUZ 368                                  ";"S11";"1";"0";"CHEQ FECHA PROD";"Anula ";"GASEOSAS       ";"2018-04-05";"83193276";"20721318";"32422";"4764";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98281";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96635";"553522";"MIGUEL LOPEZ TO";"5156551-7           ";"LA CRUZ 368                                  ";"S11";"1";"0";"CHEQ FECHA PROD";"Anula ";"GASEOSAS       ";"2018-04-05";"83193276";"20721318";"32422";"870017";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98282";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96635";"553522";"MIGUEL LOPEZ TO";"5156551-7           ";"LA CRUZ 368                                  ";"S11";"1";"0";"CHEQ FECHA PROD";"Anula ";"GASEOSAS       ";"2018-04-05";"83193276";"20721318";"32422";"870019";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98283";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96635";"553522";"MIGUEL LOPEZ TO";"5156551-7           ";"LA CRUZ 368                                  ";"S11";"1";"0";"CHEQ FECHA PROD";"Anula ";"JUGO EN POLVO  ";"2018-04-05";"83193276";"20721318";"32422";"870639";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98284";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96635";"553522";"MIGUEL LOPEZ TO";"5156551-7           ";"LA CRUZ 368                                  ";"S11";"1";"0";"CHEQ FECHA PROD";"Anula ";"NECTARES       ";"2018-04-05";"83193276";"20721318";"32422";"870739";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98285";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96635";"555496";"CARLOS PEREZ IN";"9446466-8           ";"LA AGUADA 0                                  ";"S11";"2";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-05";"83237494";"5891141";"5885";"870019";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98286";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96635";"557389";"TUR.DON AMBROSI";"76033295-K          ";"CAMINO A PARAGUAY 0                          ";"S11";"2";"0";"CHEQ FECHA PROD";"Anula ";"MINERALES      ";"2018-04-05";"83237478";"1816574";"6684";"4714";"2";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98287";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96646";"1424150";"WLADIMIR ALEXIS";"18525518-2          ";"MONTREAL 1470                                ";"S22";"4";"0";"CTDO EFECTIVO  ";"Anula ";"CERVEZAS       ";"2018-04-05";"83193478";"20721322";"81551";"450235";"2";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98288";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96646";"1424150";"WLADIMIR ALEXIS";"18525518-2          ";"MONTREAL 1470                                ";"S22";"4";"0";"CTDO EFECTIVO  ";"Anula ";"CERVEZAS       ";"2018-04-05";"83193478";"20721322";"81551";"450237";"5";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98289";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96646";"1424150";"WLADIMIR ALEXIS";"18525518-2          ";"MONTREAL 1470                                ";"S22";"4";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-05";"83193477";"20721321";"6817";"1728";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98290";"COMERCIAL CCU S";"9660 OF. LOS AN";"400";"Prod Mal Car Pt";"96601";"686832";"RENDIC HNOS  S.";"81537600-5          ";"CERRO DEL PLOMO 5680                         ";"S16";"3";"0";"CRED PROD      ";"Rebaja";"CERVEZAS       ";"2018-04-05";"83141314";"20721303";"26335";"604514";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98291";"COMERCIAL CCU S";"9660 OF. LOS AN";"400";"Prod Mal Car Pt";"96609";"795214";"COMERCIAL SUPER";"76279855-7          ";"AVDA. OHIGGINS 350 350                       ";"S25";"1";"0";"CRED PROD      ";"Rebaja";"CERVEZAS       ";"2018-04-05";"83238134";"20721377";"8677";"450329";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98292";"COMERCIAL CCU S";"9660 OF. LOS AN";"400";"Prod Mal Car Pt";"96616";"832500";"IMPORTADORA Y C";"76372765-3          ";"CAMILO HENRIQUEZ 199 199                     ";"S29";"2";"0";"CHEQ FECHA PROD";"Rebaja";"GASEOSAS       ";"2018-04-05";"83194355";"20721348";"7667";"1145";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98293";"COMERCIAL CCU S";"9660 OF. LOS AN";"400";"Prod Mal Car Pt";"96616";"846300";"RAMON ELIAS SOT";"11701285-9          ";"AVDA PONIENTE PLAZA STA MARIA 530            ";"S29";"2";"0";"CHEQ FECHA PROD";"Rebaja";"VINOS          ";"2018-04-05";"83194316";"20721343";"38310";"700578";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98294";"COMERCIAL CCU S";"9660 OF. LOS AN";"400";"Prod Mal Car Pt";"96633";"554773";"IVAN CID       ";"7867976-K           ";"ALTO BIO BIO 0                               ";"S09";"2";"0";"CTDO EFECTIVO  ";"Rebaja";"GASEOSAS       ";"2018-04-05";"83193182";"20721315";"17247";"870819";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98295";"COMERCIAL CCU S";"9660 OF. LOS AN";"400";"Prod Mal Car Pt";"96633";"554773";"IVAN CID       ";"7867976-K           ";"ALTO BIO BIO 0                               ";"S09";"2";"0";"CTDO EFECTIVO  ";"Rebaja";"MINERALES      ";"2018-04-05";"83193184";"20721316";"17696";"870803";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98296";"COMERCIAL CCU S";"9660 OF. LOS AN";"400";"Prod Mal Car Pt";"96633";"554773";"IVAN CID       ";"7867976-K           ";"ALTO BIO BIO 0                               ";"S09";"2";"0";"CTDO EFECTIVO  ";"Rebaja";"MINERALES      ";"2018-04-05";"83193184";"20721316";"17696";"870804";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98297";"COMERCIAL CCU S";"9660 OF. LOS AN";"400";"Prod Mal Car Pt";"96633";"557641";"COMPASS CATERIN";"96651910-K          ";"CENTRAL PANGUE 0                             ";"S09";"2";"0";"CRED PROD      ";"Anula ";"GASEOSAS       ";"2018-04-05";"83193188";"20721317";"39273";"1710";"4";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98298";"COMERCIAL CCU S";"9660 OF. LOS AN";"400";"Prod Mal Car Pt";"96633";"684921";"COMERCIAL RANIL";"79720030-1          ";"FDO.RANILHUENO 40                            ";"S09";"2";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-05";"83193152";"20721313";"23224";"1712";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98299";"COMERCIAL CCU S";"9660 OF. LOS AN";"400";"Prod Mal Car Pt";"96633";"684921";"COMERCIAL RANIL";"79720030-1          ";"FDO.RANILHUENO 40                            ";"S09";"2";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-05";"83193152";"20721313";"23224";"1716";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98300";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"686832";"RENDIC HNOS  S.";"81537600-5          ";"CERRO DEL PLOMO 5680                         ";"S16";"3";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-05";"83141303";"20721299";"7735";"1663";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98301";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"686832";"RENDIC HNOS  S.";"81537600-5          ";"CERRO DEL PLOMO 5680                         ";"S16";"3";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-05";"83141321";"20721304";"6776";"870782";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98302";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"686832";"RENDIC HNOS  S.";"81537600-5          ";"CERRO DEL PLOMO 5680                         ";"S16";"3";"0";"CRED PROD      ";"Rebaja";"NECTARES       ";"2018-04-05";"83141311";"20721301";"11580";"870660";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98303";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"709177";"RENDIC HNOS  S.";"81537600-5          ";"CERRO DEL PLOMO 5680                         ";"S27";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-05";"83194380";"20721349";"7735";"4770";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98304";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"722624";"CENCOSUD RETAIL";"81201000-K          ";"AVDA ERCILLA 190                             ";"S17";"1";"0";"CRED PROD      ";"Rebaja";"CERVEZAS       ";"2018-04-05";"83194087";"20721330";"25725";"450615";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98305";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"722624";"CENCOSUD RETAIL";"81201000-K          ";"AVDA ERCILLA 190                             ";"S17";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-05";"83194088";"20721331";"107972";"870746";"20";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98306";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"722624";"CENCOSUD RETAIL";"81201000-K          ";"AVDA ERCILLA 190                             ";"S17";"1";"0";"CRED PROD      ";"Rebaja";"MINERALES      ";"2018-04-05";"83194079";"20721329";"9150";"1057";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98307";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"722624";"CENCOSUD RETAIL";"81201000-K          ";"AVDA ERCILLA 190                             ";"S17";"1";"0";"CRED PROD      ";"Rebaja";"MINERALES      ";"2018-04-05";"83194079";"20721329";"9150";"870189";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
"98308";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"722624";"CENCOSUD RETAIL";"81201000-K          ";"AVDA ERCILLA 190                             ";"S17";"1";"0";"CRED PROD      ";"Rebaja";"NECTARES       ";"2018-04-05";"83194080";"20721333";"18375";"870659";"1";"Integra";"2018-04-05";"12-04-2018 a las 16:10"
